113.34691,23.157851
113.349647,23.161406
113.349749,23.162032
113.346085,23.158866
113.34763,23.159305
113.348762,23.156937
113.351723,23.153431
113.349019,23.15859
113.349309,23.161929
113.349008,23.161317
113.348799,23.161865
113.351143,23.160745
113.346358,23.158116
113.347168,23.158619
113.347206,23.161159
113.349507,23.157293
113.348965,23.15927
113.370423,23.163142
113.365912,23.161016
113.365643,23.161603
113.367757,23.160479
113.365584,23.160262
113.366866,23.161243
113.365413,23.151892
113.36464,23.15276
113.364517,23.154151
113.365343,23.15351
113.364485,23.155606
113.366191,23.153332
113.36471,23.152311
113.361432,23.159714
113.358836,23.161036
113.357135,23.163349
113.360102,23.158886
113.360424,23.16147
113.359104,23.161524
113.357178,23.152829
113.352345,23.158407
113.350355,23.159127
113.356293,23.154274
113.35743,23.153929
113.352463,23.157011
113.353665,23.155566
113.351782,23.156434
113.35175,23.157095
113.358525,23.153559
113.35492,23.156326
113.355387,23.15674
113.351884,23.158974
113.357495,23.154831
113.353708,23.157613
113.355489,23.156203
113.353225,23.15714
113.352442,23.15964
113.354807,23.155537
113.356358,23.155108
